iter	Passed	Remaining
132	45196	294628
133	45485	293960
134	45784	293361
135	46105	292905
136	46486	292831
137	46779	292199
138	47046	291417
139	47329	290737
140	47590	289933
141	47861	289189
142	48127	288428
143	48585	288812
144	49071	289353
145	49376	288815
146	49660	288167
147	49947	287536
148	50221	286837
149	50506	286202
150	50771	285466
151	51087	285012
152	51365	284355
153	51635	283660
154	51902	282949
155	52150	282148
156	52424	281491
157	52766	281200
158	53062	280661
159	53333	280002
160	53613	279390
161	53905	278844
162	54166	278143
163	54452	277574
164	54692	276775
165	54964	276148
166	55197	275328
167	55446	274591
168	55741	274092
169	56021	273516
170	56317	273023
171	56640	272665
172	56941	272199
173	57306	272043
174	57558	271346
175	57901	271085
176	58174	270496
177	58435	269855
178	58713	269294
179	59039	268959
180	59289	268275
181	59529	267556
182	59789	266929
183	60039	266262
184	60275	265536
185	60527	264887
186	60764	264178
187	61005	263490
188	61226	262725
189	61473	262072
190	61691	261301
191	61927	260610
192	62169	259953
193	62387	259198
194	62613	258482
195	62832	257740
196	63079	257120
197	63342	256570
198	63605	256021
199	63846	255386
200	64095	254785
201	64313	254070
202	64686	253966
203	64984	253566
204	65233	252978
205	65482	252392
206	65748	251876
207	66033	251436
208	66279	250848
209	66547	250347
210	66803	249800
211	67351	250342
212	67585	249718
213	67828	249126
214	68083	248584
215	68368	248150
216	68620	247601
217	68865	247030
218	69096	246411
219	69352	245886
220	69606	245353
221	69865	244843
222	70138	244383
223	70376	243802
224	70618	243241
225	70856	242667
226	71113	242160
227	71397	241749
228	71649	241231
229	71905	240726
230	72148	240181
231	72393	239646
232	72630	239089
233	72882	238581
234	73174	238205
235	73466	237831
236	73711	237306
237	73970	236828
238	74210	236292
239	74375	235522
240	74646	235089
241	74893	234583
242	75136	234066
243	75374	233536
244	75621	233037
245	75878	232571
246	76136	232109
247	76386	231622
248	76644	231163
249	77045	231137
250	77407	230990
251	77629	230425
252	77960	230184
253	78369	230172
254	78593	229615
255	78875	229233
256	79317	229310
257	79541	228759
258	79773	228232
259	80000	227694
260	80232	227171
261	80506	226769
262	80769	226339
263	81009	225844
264	81254	225366
265	81510	224920
266	81753	224438
267	82006	223989
268	82252	223518
269	82615	223367
270	83052	223414
271	83483	223441
272	83906	223443
273	84289	223337
274	84793	223546
275	85157	223383
276	85472	223092
277	85839	222935
278	86280	222968
279	86719	222992
280	87169	223041
281	87591	223017
282	88050	223083
283	88439	222967
284	88911	223058
285	89317	222982
286	89738	222939
287	90193	222979
288	90641	222996
289	91103	223046
290	91587	223146
291	91942	222928
292	92346	222829
293	92667	222528
294	93116	222533
295	93515	222414
296	93812	222055
297	94279	222094
298	94596	221779
299	94983	221627
300	95355	221439
301	95720	221233
302	96505	221995
303	97189	222513
304	97472	222110
305	97797	221801
306	98142	221540
307	98477	221253
308	98848	221050
309	99204	220810
310	99514	220467
311	99791	220052
312	100078	219661
313	100451	219456
314	100720	219027
315	101025	218675
316	101262	218177
317	101515	217715
318	101749	217215
319	101991	216732
320	102253	216294
321	102497	215816
322	102743	215347
323	102977	214853
324	103214	214368
325	103576	214142
326	104045	214137
327	104481	214059
328	104819	213781
329	105172	213532
330	105477	213186
331	105811	212897
332	106140	212600
333	106520	212403
334	106896	212197
335	107565	212570
336	108276	213018
337	109090	213661
338	109866	214223
339	110473	214447
340	110914	214348
341	111327	214190
342	111727	214009
343	112173	213912
344	112618	213811
345	113025	213638
346	113422	213444
347	113894	213388
348	114313	213231
349	114624	212874
350	114936	212517
351	115260	212183
352	115561	211807
353	115857	211423
354	116163	211057
355	116506	210759
356	117019	210765
357	117294	210344
358	117572	209927
359	117847	209507
360	118153	209141
361	118409	208688
362	118677	208257
363	118986	207898
364	119297	207545
365	119597	207170
366	119904	206810
367	120198	206427
368	120495	206049
369	120798	205683
370	121200	205484
371	121483	205085
372	121802	204745
373	122081	204339
374	122370	203950
375	122633	203518
376	122937	203156
377	123201	202728
378	123505	202367
379	123754	201914
380	124065	201566
381	124331	201143
382	124945	201282
383	125297	200998
384	125615	200657
385	126019	200455
386	126283	200030
387	126575	199649
388	126868	199271
389	127133	198850
390	127432	198481
391	127737	198124
392	128018	197727
393	128279	197302
394	128537	196874
395	128789	196436
396	129034	195988
397	129321	195607
398	129564	195158
399	129849	194773
400	130179	194456
401	130444	194043
402	130692	193607
403	131062	193349
404	131465	193140
405	131884	192954
406	132315	192783
407	132724	192581
408	133190	192458
409	133597	192249
410	133946	191957
411	134316	191693
412	134739	191505
413	135129	191269
414	135609	191160
415	136010	190937
416	136531	190882
417	136996	190746
418	137440	190579
419	137861	190379
420	138405	190348
421	138846	190173
422	139273	189978
423	139722	189811
424	140264	189769
425	140587	189430
426	140863	189027
427	141149	188638
428	141433	188248
429	141750	187901
430	142057	187542
431	142342	187154
432	142684	186840
433	142996	186488
434	143288	186110
435	143663	185839
436	143987	185502
437	144292	185142
438	144895	185162
439	145210	184813
440	145487	184416
441	145770	184026
442	146051	183635
443	146400	183330
444	146713	182979
445	147021	182623
446	147297	182227
447	147577	181836
448	147856	181444
449	148137	181057
450	148409	180657
451	148882	180504
452	149308	180291
453	149667	179996
454	150051	179731
455	150509	179554
456	150879	179272
457	151240	178979
458	151617	178704
459	152015	178452
460	152433	178225
461	152903	178056
462	153340	177848
463	153778	177640
464	154260	177482
465	154728	177306
466	155148	177075
467	155575	176850
468	156032	176659
469	156473	176449
470	156981	176312
471	157507	176195
472	157844	175864
473	158096	175440
474	158373	175044
475	158690	174692
476	158948	174276
477	159217	173873
478	159465	173447
479	160056	173394
480	160301	172965
481	160553	172545
482	160800	172119
483	161048	171696
484	161299	171276
485	161537	170843
486	161800	170438
487	162072	170043
488	162321	169624
489	162586	169222
490	162996	168971
491	163387	168701
492	163803	168455
493	164195	168183
494	164607	167933
495	165013	167674
496	165331	167327
497	165755	167087
498	166158	166824
499	166567	166567
500	167007	166340
501	167427	166093
502	167890	165888
503	168357	165685
504	168798	165456
505	169185	165173
506	169618	164934
507	170101	164744
508	170539	164508
509	170951	164247
510	171487	164104
511	171944	163884
512	172372	163635
513	172725	163316
514	172997	162919
515	173331	162582
516	173626	162208
517	173888	161803
518	174118	161370
519	174386	160972
520	174640	160561
521	174896	160154
522	175166	159759
523	175426	159356
524	175686	158954
525	175938	158545
526	176187	158134
527	176438	157725
528	176694	157321
529	176990	156953
530	177263	156565
531	177531	156174
532	177777	155763
533	178025	155355
534	178282	154955
535	178618	154625
536	179038	154366
537	179473	154120
538	179887	153855
539	180269	153562
540	180731	153337
541	181372	153262
542	181780	152990
543	182609	153069
544	183040	152813
545	183770	152805
546	184221	152563
547	184665	152315
548	185149	152099
549	185551	151815
550	185953	151530
551	186412	151291
552	186909	151082
553	187328	150809
554	187778	150561
555	188304	150372
556	188793	150153
557	189154	149832
558	189548	149536
559	189840	149160
560	190124	148778
561	190359	148358
562	190606	147948
563	190860	147544
564	191119	147144
565	191349	146723
566	191591	146312
567	191853	145916
568	192085	145499
569	192332	145093
570	192576	144685
571	192839	144292
572	193119	143913
573	193372	143513
574	193603	143098
575	193841	142689
576	194090	142288
577	194351	141896
578	194598	141495
579	194867	141110
580	195156	140740
581	195572	140462
582	196024	140209
583	196430	139923
584	196846	139643
585	197306	139394
586	197656	139066
587	198000	138735
588	198400	138442
589	198823	138165
590	199224	137872
591	199654	137599
592	200092	137331
593	200590	137104
594	201023	136831
595	201418	136532
596	201847	136255
597	202312	136002
598	202800	135764
599	203122	135414
600	203442	135064
601	203790	134731
602	204185	134430
603	204533	134097
604	204810	133719
605	205093	133344
606	205470	133031
607	205747	132653
608	206021	132273
609	206327	131914
610	206652	131567
611	206947	131201
612	207231	130829
613	207500	130448
614	207783	130075
615	208077	129710
616	208530	129444
617	208914	129134
618	209210	128771
619	209489	128396
620	209890	128097
621	210168	127723
622	210460	127357
623	210765	126999
624	211032	126619
625	211320	126251
626	211595	125877
627	212330	125775
628	213009	125638
629	213762	125542
630	214464	125415
631	215052	125220
632	215506	124946
633	215960	124671
634	216553	124475
635	217245	124335
636	217696	124056
637	218140	123772
638	218645	123522
639	219068	123226
640	219562	122968
641	219989	122673
642	220408	122373
643	220882	122102
644	221310	121806
645	221834	121562
646	222345	121310
647	222819	121037
648	223326	120781
649	223848	120533
650	224310	120252
651	224830	120001
652	225339	119743
653	225925	119526
654	226351	119223
655	226656	118856
656	226953	118485
657	227238	118108
658	227518	117729
659	227852	117378
660	228126	116996
661	228460	116646
662	228769	116282
663	229062	115910
664	229337	115530
665	229626	115158
666	229923	114789
667	230219	114420
668	230520	114054
669	230865	113709
670	231315	113416
671	231702	113092
672	231996	112723
673	232288	112353
674	232557	111972
675	232856	111605
676	233109	111217
677	233352	110825
678	233589	110430
679	233822	110034
680	234085	109652
681	234326	109260
682	234590	108880
683	234844	108495
684	235082	108103
685	235341	107721
686	235632	107355
687	235908	106981
688	236380	106696
689	236827	106400
690	237267	106100
691	237735	105812
692	238205	105525
693	238671	105235
694	239072	104916
695	239463	104593
696	239910	104293
697	240312	103974
698	240790	103687
699	241218	103379
700	241794	103133
701	242519	102949
702	243240	102763
703	243983	102583
704	244745	102411
705	245494	102231
706	246136	102005
707	246680	101738
708	247150	101439
709	247647	101151
710	248108	100848
711	248544	100534
712	248991	100225
713	249450	99919
714	249991	99647
715	250292	99277
716	250560	98896
717	250886	98537
718	251419	98259
719	251727	97894
720	252009	97518
721	252284	97140
722	252595	96775
723	252927	96420
724	253312	96083
725	253668	95737
726	254039	95395
727	254374	95040
728	254741	94698
729	255082	94345
730	255483	94015
731	255831	93665
732	256128	93296
733	256421	92926
734	256705	92553
735	257000	92185
736	257248	91799
737	257514	91421
738	257789	91046
739	258039	90662
740	258291	90279
741	258529	89893
742	258767	89506
743	259023	89126
744	259273	88744
745	259533	88366
746	259767	87980
747	260017	87599
748	260274	87221
749	260525	86841
750	260771	86460
751	261015	86079
752	261257	85697
753	261664	85370
754	262058	85038
755	262463	84710
756	262845	84374
757	263297	84060
758	263726	83739
759	264082	83394
760	264414	83042
761	264897	82737
762	265331	82416
763	265794	82104
764	266243	81787
765	266709	81475
766	267175	81162
767	267524	80814
768	267889	80471
769	268148	80096
770	268406	79721
771	268676	79350
772	268960	78983
773	269315	78637
774	269598	78270
775	269920	77915
776	270217	77552
777	270521	77192
778	270838	76836
779	271149	76477
780	271593	76157
781	271974	75818
782	272220	75442
783	272488	75073
784	272726	74695
785	273042	74339
786	273455	74010
787	273857	73677
788	274306	73356
789	274700	73021
790	275160	72703
791	275574	72373
792	275949	72032
793	276372	71703
794	276773	71369
795	277182	71036
796	277631	70714
797	278191	70419
798	278613	70089
799	279072	69768
800	279495	69437
801	279888	69099
802	280365	68782
803	281017	68506
804	281522	68194
805	282249	67935
806	282797	67633
807	283156	67284
808	283480	66928
809	283824	66576
810	284146	66219
811	284493	65868
812	284808	65509
813	285198	65168
814	285531	64813
815	285918	64471
816	286558	64186
817	286871	63827
818	287188	63468
819	287485	63106
820	287758	62739
821	288026	62370
822	288289	62001
823	288583	61639
824	288862	61273
825	289160	60912
826	289440	60548
827	289759	60191
828	290050	59829
829	290355	59470
830	290710	59121
831	291041	58767
832	291373	58414
833	291699	58060
834	292023	57705
835	292283	57337
836	292569	56975
837	292827	56608
838	293070	56238
839	293324	55871
840	293571	55502
841	293827	55136
842	294069	54767
843	294377	54411
844	294639	54046
845	294880	53677
846	295143	53313
847	295418	52952
848	295811	52611
849	296217	52273
850	296598	51930
851	297075	51604
852	297524	51273
853	297966	50940
854	298292	50587
855	298697	50248
856	299151	49916
857	299630	49589
858	300002	49243
859	300329	48890
860	300716	48547
861	301135	48209
862	301570	47873
863	301981	47534
864	302392	47194
865	302855	46862
866	303339	46533
867	303770	46195
868	304181	45854
869	304656	45523
870	305005	45173
871	305287	44812
872	305578	44454
873	305890	44098
874	306238	43748
875	306546	43392
876	306854	43036
877	307134	42676
878	307436	42320
879	307708	41960
880	307988	41601
881	308274	41243
882	308554	40884
883	308890	40533
884	309187	40176
885	309469	39818
886	309757	39461
887	310044	39104
888	310330	38747
889	310597	38388
890	310885	38032
891	311246	37684
892	311545	37329
893	311845	36975
894	312114	36616
895	312396	36260
896	312667	35902
897	312995	35551
898	313268	35194
899	313538	34837
900	313793	34478
901	314067	34122
902	314400	33772
903	314652	33414
904	314900	33055
905	315137	32696
906	315422	32342
907	315725	31989
908	316116	31646
909	316469	31299
910	316796	30949
911	317107	30598
912	317448	30249
913	317701	29893
914	317940	29535
915	318202	29180
916	318442	28823
917	318723	28469
918	318981	28114
919	319243	27760
920	319485	27404
921	319766	27051
922	320042	26699
923	320286	26343
924	320537	25989
925	320777	25634
926	321021	25280
927	321276	24926
928	321535	24573
929	321801	24221
930	322042	23867
931	322281	23514
932	322522	23160
933	322773	22808
934	323029	22456
935	323267	22103
936	323537	21753
937	323773	21400
938	324044	21050
939	324294	20699
940	324569	20350
941	324826	19999
942	325086	19649
943	325350	19300
944	325595	18950
945	325842	18599
946	326083	18249
947	326363	17901
948	326662	17555
949	326918	17206
950	327160	16856
951	327414	16508
952	327671	16160
953	327929	15812
954	328177	15463
955	328439	15116
956	328692	14768
957	328920	14420
958	329149	14072
959	329390	13724
960	329623	13377
961	329911	13031
962	330317	12691
963	330595	12345
964	330817	11998
965	331377	11663
966	331594	11316
967	331833	10969
968	332364	10632
969	332619	10287
970	332896	9942
971	333127	9596
972	333361	9250
973	333611	8905
974	333853	8560
975	334100	8215
976	334342	7870
977	334575	7526
978	334823	7182
979	335088	6838
980	335351	6495
981	335593	6151
982	335861	5808
983	336128	5465
984	336357	5122
985	336647	4779
986	336912	4437
987	337154	4094
988	337384	3752
989	337628	3410
990	337880	3068
991	338109	2726
992	338372	2385
993	338621	2043
994	338847	1702
995	339120	1361
996	339421	1021
997	339832	681
998	340221	340
999	340547	0
