iter	RMSE
0	0.212292227
1	0.2110951404
2	0.2096338584
3	0.2081368513
4	0.2073399187
5	0.2063871719
6	0.2050088874
7	0.2031569709
8	0.2016181347
9	0.2008584898
10	0.1999269141
11	0.1987324962
12	0.197234511
13	0.1958548337
14	0.1944907098
15	0.1933402158
16	0.1925026727
17	0.1911145307
18	0.1893078524
19	0.1884247827
20	0.1870302102
21	0.1857210277
22	0.184169573
23	0.1831561745
24	0.1821371267
25	0.1809510793
26	0.1800033779
27	0.1790656598
28	0.1781200741
29	0.1769026791
30	0.175852237
31	0.1742706103
32	0.172965382
33	0.1715524344
34	0.1703420519
35	0.1694282737
36	0.1687294976
37	0.167895058
38	0.1668889493
39	0.1659785547
40	0.1649997008
41	0.1643025625
42	0.1636091971
43	0.1626764961
44	0.1615504683
45	0.1602656017
46	0.159575524
47	0.1586179289
48	0.157650304
49	0.1564458664
50	0.1556663756
51	0.1550015792
52	0.1541808645
53	0.1528877488
54	0.1521224831
55	0.1513333201
56	0.1504968519
57	0.1496212217
58	0.1487407941
59	0.1476208287
60	0.1466263647
61	0.1457902943
62	0.1453920361
63	0.144676928
64	0.1436637753
65	0.1427050843
66	0.1417538309
67	0.1409357873
68	0.1401885908
69	0.139223062
70	0.1382069999
71	0.1373531905
72	0.1366244691
73	0.1359651396
74	0.1351467857
75	0.1343222019
76	0.1335287845
77	0.1329549562
78	0.1321113145
79	0.1311359923
80	0.1304146948
81	0.1299025703
82	0.1290731131
83	0.1282958576
84	0.1275138124
85	0.1266825744
86	0.125934291
87	0.1252536211
88	0.1246660971
89	0.1239027061
90	0.1229366232
91	0.1223703354
92	0.1220279291
93	0.1210616818
94	0.120101601
95	0.1193105068
96	0.1183738753
97	0.117815297
98	0.1167806243
99	0.1159936936
100	0.1155006633
101	0.1146974213
102	0.1134593493
103	0.1127883557
104	0.1121327771
105	0.1115225059
106	0.1105966311
107	0.1101267246
108	0.1096414588
109	0.1087810014
110	0.1079905369
111	0.1076854492
112	0.1069988028
113	0.1062486187
114	0.1054067263
115	0.1048587521
116	0.1045095226
117	0.1039468003
118	0.1035202305
119	0.1027770296
120	0.1021907757
121	0.1015167311
122	0.1007136789
123	0.1003866225
124	0.09985812056
125	0.09936311122
126	0.09896468931
127	0.09839419722
128	0.09795951668
129	0.09746286176
130	0.09678114145
131	0.09626814664
132	0.09589943136
133	0.09522928125
134	0.09504711199
135	0.09468332078
136	0.09414660103
137	0.09376320943
138	0.09335467148
139	0.09294058329
140	0.09232669746
141	0.09153736108
142	0.09100929236
143	0.09052654926
144	0.08992702724
145	0.08945685078
146	0.08885230084
147	0.0884371534
148	0.0881490732
149	0.08765636266
150	0.0867506343
151	0.08630310392
152	0.08568817234
153	0.08527935357
154	0.0848133171
155	0.08451935279
156	0.084011384
157	0.08355340913
158	0.08324588792
159	0.08297791734
160	0.08251240044
161	0.08194215359
162	0.08130921303
163	0.08109946465
164	0.08030951466
165	0.07963082009
166	0.0790961437
167	0.07849481591
168	0.07789960075
169	0.0772527117
170	0.07675433633
171	0.07641703944
172	0.07601699069
173	0.07532694128
174	0.07487711808
175	0.07454454253
176	0.07410675801
177	0.0737157988
178	0.07329095882
